Si,a,b,c,d
S1,76.84563758389262,-0.7939816690240176,0.0,0.010213752767468684
S2,74.83221476510067,-0.5492257657814216,0.08660039752965967,-0.025606547237343034
S3,73.15436241610739,-0.7686173752777193,-0.15605516232546135,0.041259821491374256
S4,70.46979865771813,-0.5194520308823316,0.23493566477484334,-0.049643052092754804
S5,69.46308724832215,-0.6479426347271844,-0.2726366882932233,0.040675943092372144
S6,65.43624161073826,-1.0098684257790675,0.17368288678517427,-0.02000503482007442
S7,63.08724832214765,-0.54222063592104,-0.045823729694445314,-0.048268304794194965
S8,59.395973154362416,-2.2765521385132,-0.5032291117840731,0.21027146877015382
S9,53.691275167785236,0.1348370436778108,1.3320580221200122,-1.1956744809404642
S10,48.99328859060403,-9.819887888644924,-6.122271659553709,3.7983318809200615
S11,42.95302013422819,26.88135918640984,21.346961394481617,-11.790712855122068
S12,84.56375838926175,28.661138867889008,-19.817622139610584,3.1213473918264985
S13,76.51006711409396,-6.091498332568467,8.2044492084577,-1.435332741460544
S14,93.28859060402685,4.451498757686782,-4.68133101413074,0.8405601391117193
S15,88.59060402684564,-3.464556703692439,1.397532834806874,-0.13021891711189287
S16,87.24832214765101,1.4013326769380214,0.22848519988713611,-0.2562778050724196
S17,87.24832214765101,-3.448425686059137,-1.944443820677016,0.7900144307798259
S18,82.5503355704698,8.853090079488707,5.738988299126776,-4.818505647628773
S19,73.48993288590604,-42.74197079884453,-27.906437669353487,48.16225343396425
S20,54.36241610738255,-40.979788861584126,32.146247410402054,-7.001903408806278
S21,44.29530201342282,-8.061804190982523,-18.490959286700797,7.620232734713006
S22,18.79194630872483,-16.80926877107255,11.913959355545611,-1.935122215151592
S23,21.476510067114095,6.042913454474759,-3.0458383176961203,0.6053386225692081
S24,27.181208053691275,2.4043393523941243,1.6338368193725703,0.16755944665015193
S25,37.24832214765101,9.640291721916006,2.5113301808820965,-3.71405972391836
S26,45.97315436241611,-1.419971525234324,-11.381661305096719,3.1637981335112046
S27,33.89261744966443,-15.056464191491862,-0.3359820359803105,1.69596280485806
S28,21.140939597315437,-11.41695191288573,4.3162850097650045,-0.5439815087877132
S29,11.073825503355705,-0.0013031729841896933,-0.024714561608268792,-0.2044745151247694
S30,7.046979865771813,-4.473179354909054,-1.6564313905341097,2.133558370868599
S31,6.375838926174497,10.874600342865806,10.04887637981734,-20.418773041615484
S32,9.395973154362416,12.077059869938982,-5.227013676253821,0.608623023062937
S33,13.422818791946309,-1.7332691169579268,1.4511441827908678,-0.2969461542815953
S34,13.422818791946309,0.4508603810669999,-0.40014106834127366,0.0903783101229897
S35,13.758389261744966,0.7060264215203915,0.478849977742666,-0.057180280428958195
S36,19.46308724832215,1.9774819945633597,-0.10578630594493668,0.018463497281408853
S37,26.51006711409396,1.9783542167148613,0.10601441099890542,-0.00944706195790245
